Company,TypeName,Inches,touch,Ram (gb),mem ssd gb,mem flash gb,mem HDD gb,OpSys,Weight (kg),Price_euros (Output)
12,0,14,0,2,0,32,0,2,1.45,210.8
9,0,15.6,0,16,256,0,0,2,2.4,1425
5,0,15.6,0,8,256,0,0,2,2.3,1049.6
1,0,14,0,4,0,0,500,2,1.54,1000
1,0,15.6,0,8,256,0,500,2,1.84,2103.34
1,0,14,0,8,256,0,0,8,1.43,1469
7,2,17.3,0,16,256,0,1024,2,3.78,1545.64
5,2,17.3,0,16,128,0,1024,2,4.6,2289.99
3,5,11.6,0,4,0,16,0,7,1.2,287.9
5,0,14,0,16,256,0,0,8,1.1,2620
1,0,15.6,0,8,0,0,1024,2,1.91,979
4,3,15.6,1,8,256,0,0,2,2.3,1094
1,0,15.6,0,4,256,0,0,2,2.04,979
4,1,13.3,1,16,1024,0,0,2,1.2,2254
1,0,15.6,0,4,0,0,500,2,2.31,705.15
1,0,15.6,0,4,0,0,500,1,1.96,499
2,0,15.6,0,8,0,0,1024,2,2.4,449
4,3,13.3,1,12,256,0,0,2,1.6,1299
7,2,15.6,0,16,256,0,1024,2,2.94,1819
1,0,15.6,0,8,256,0,0,2,2.04,1070
3,2,17.3,0,16,0,0,1024,1,4,998
4,0,15.6,0,4,0,0,1024,2,2.25,559
4,0,15.6,0,16,0,0,2048,2,2.32,989.99
7,2,15.6,0,16,256,0,1024,2,1.8,1929
4,1,13.3,0,8,256,0,0,2,1.29,1458
3,2,17.3,0,64,1024,0,0,2,3.58,3975
4,3,13.3,1,8,256,0,0,2,1.62,798.01
4,2,15.6,0,16,256,0,1024,2,3.21,1329
0,1,12,0,8,0,256,0,3,0.92,1300
4,0,15.6,0,4,0,0,500,2,2.06,481.98
1,0,15.6,0,4,0,0,500,2,2.31,1199
1,1,12.5,0,8,256,0,0,8,1.26,1199
1,0,13.3,0,8,256,0,0,2,1.49,1090
5,1,12.5,1,8,256,0,0,2,1.3,1713.49
5,0,17.3,0,8,0,0,1024,2,3,659
5,0,15.6,0,4,0,0,1024,2,2.3,977
7,2,17.3,0,16,256,0,1024,2,3.78,2499
5,0,15.6,0,4,0,0,500,2,2.1,540
1,0,15.6,0,4,0,0,500,8,2.31,940
5,1,12.5,1,8,512,0,0,2,0.99,1399
5,3,10.1,1,4,0,64,0,2,0.69,646.27
1,1,13.3,0,16,512,0,0,2,1.3,2049
4,0,15.6,0,8,256,0,0,2,2.18,750
1,0,14,0,4,0,0,500,8,1.54,1030.99
1,4,15.6,0,8,256,0,0,8,1.9,1495
5,0,14,0,8,180,0,0,8,1.7,1199
1,0,13.3,0,4,0,32,0,7,1.29,615
2,0,15.6,0,4,0,0,500,2,2.4,387
4,0,15.6,0,4,0,0,500,4,2.2,393.49
1,0,15.6,0,4,0,0,1024,1,1.86,345.99
3,2,17.3,0,8,256,0,1024,2,2.7,1599
4,1,13.3,0,4,256,0,0,2,1.4,818.35
1,5,12.5,0,4,128,0,0,8,2.4,1599
2,0,15.6,0,8,256,0,1024,2,2.4,799
4,0,15.6,0,8,0,0,1024,2,2.36,638.8
7,2,17.3,0,8,256,0,0,2,2.6,1599
1,0,15.6,0,4,0,0,1024,2,1.96,500
3,2,17.3,0,16,128,0,1024,2,4.3,2299
4,1,12.5,0,4,0,0,500,8,1.5,1135.15
4,1,12.5,0,4,128,0,0,8,1.5,1166.97
2,0,15.6,0,4,16,0,0,7,2.2,209
1,4,17.3,0,8,0,0,1024,8,3,2899
5,2,15.6,0,16,512,0,0,2,2.4,1199
4,1,12.5,0,8,256,0,0,8,1.5,1413.1
7,2,17.3,0,8,128,0,1024,2,2.9,1511.19
5,3,15.6,1,4,256,0,0,2,2.1,867
1,0,15.6,0,4,0,0,1024,2,2.1,398
3,2,15.6,0,16,128,0,1024,2,2.59,1339
1,0,13.3,1,8,256,0,0,2,1.16,1699
4,0,15.6,0,4,0,0,500,8,2.24,769.15
5,0,15.6,0,4,128,0,0,2,2.1,429
1,1,13.3,0,8,512,0,0,2,1.16,1969
5,3,10.1,1,4,0,64,0,5,0.69,549
4,1,13.3,0,8,256,0,0,2,1.23,1379
13,1,12.5,1,8,256,0,0,2,1.25,1029
9,1,13.3,0,16,512,0,0,2,1.05,2226
3,2,17.3,0,8,128,0,1024,2,3.52,1312.49
12,0,13.3,0,4,0,32,0,2,1.35,196
1,0,13.3,0,8,256,0,0,2,1.16,1690
1,0,14,0,8,256,0,0,8,1.43,1513
4,0,15.6,0,4,0,0,500,4,2.09,523.63
3,0,15.6,0,4,0,0,1024,2,2,435
5,3,14,1,8,256,0,0,2,1.8,1669
5,3,10.1,1,4,0,64,0,2,0.69,479
1,1,12.5,0,8,256,0,0,8,1.26,1895
5,2,15.6,0,8,128,0,1024,1,2.4,989
1,2,17.3,0,8,128,0,1024,2,3.35,1129
1,0,15.6,0,8,0,0,2048,2,2.04,629
5,3,14,1,8,512,0,0,8,1.8,2050.38
3,0,14,0,4,0,32,0,2,1.5,278
1,1,15.6,0,8,256,0,0,2,1.84,752
2,0,15.6,0,4,0,0,1024,2,2.23,616
1,4,17.3,0,8,256,0,0,8,3,3949.4
4,0,15.6,0,8,0,0,1024,2,2.5,784
7,2,17.3,0,16,256,0,1024,2,3.78,2399
1,1,15.6,0,8,256,0,0,8,1.88,2171.72
5,3,14,1,16,512,0,0,2,2.8,2440
7,2,15.6,0,8,128,0,1024,2,2.4,1142.8
1,3,13.3,1,8,256,0,0,2,1.48,1629
1,4,15.6,0,8,256,0,0,8,2.59,2229
1,3,13.3,1,8,256,0,0,2,1.48,1799
1,4,15.6,0,8,256,0,0,8,2,1899
1,1,12.5,0,8,256,0,0,8,1.26,2296.95
4,0,15.6,0,8,256,0,0,2,2.18,1009.9
1,0,15.6,0,8,256,0,0,8,1.88,1579
5,3,14,1,8,256,0,0,2,1.27,2339
5,0,15.6,0,4,0,0,1024,1,1.9,339
1,0,15.6,0,4,0,0,500,2,1.86,297
5,0,15.6,0,8,0,0,1024,1,2.32,599
4,2,15.6,0,8,0,0,1024,2,2.62,1199
4,0,15.6,1,8,256,0,0,2,2.04,2250.68
1,0,15.6,0,4,256,0,0,2,1.91,478.89
7,2,17.3,0,16,256,0,1024,2,2.7,1492.8
5,1,14,0,12,512,0,0,8,1.4,2299
1,3,13.3,1,8,512,0,0,2,1.48,2041
5,1,14,0,8,256,0,0,8,1.7,1499
7,2,14,0,16,256,0,1024,2,1.7,1769
1,2,15.6,0,8,0,0,1024,2,2.62,899
5,0,15.6,0,8,0,0,1024,2,2.2,459
1,0,15.6,0,4,0,0,500,1,2.1,476.99
4,2,15.6,0,8,128,0,1024,2,2.62,1498
5,0,15.6,0,8,256,0,0,2,1.95,1390
5,0,15.6,0,4,0,0,1024,2,2.2,468
1,0,14,0,2,0,32,0,2,1.44,249
7,2,15.6,0,8,0,0,1024,2,2.2,839
1,0,15.6,0,8,256,0,0,2,1.96,679
1,0,15.6,0,16,512,0,0,2,2.1,1159
3,0,15.6,0,4,0,0,500,2,2.2,369
5,0,15.6,0,4,0,0,500,1,2.1,398
5,0,15.6,0,8,0,0,1024,1,2.2,709
3,0,14,0,4,256,0,0,2,2,769
5,2,15.6,0,16,512,0,0,2,3.31,1305
7,2,15.6,0,16,128,0,1024,2,1.91,2153.37
1,0,15.6,0,4,0,0,500,2,2.07,650
5,3,14,1,8,256,0,0,2,1.36,1637
5,1,15.6,0,6,256,0,0,2,1.54,831
4,0,15.6,0,8,256,0,0,4,1.98,895.01
2,0,15.6,0,4,0,0,500,2,2.1,333
1,0,15.6,0,6,0,0,1024,2,2.18,799
3,2,15.6,0,8,256,0,1024,2,2.591,909
4,3,15.6,1,16,512,0,0,2,2.09,1179
2,0,15.6,0,4,256,0,0,2,2.23,691
4,1,13.3,1,8,256,0,0,4,1.23,1099
2,2,17.3,0,16,256,0,1024,2,4.2,2599
5,2,15.6,0,8,0,0,1024,2,2.4,819
15,3,12.3,1,4,0,32,0,7,1.15,659
1,0,15.6,0,4,0,0,500,2,1.86,485
0,1,12,0,8,0,256,0,3,0.92,1163
4,3,13.3,1,8,256,0,0,2,1.6,1199
1,0,15.6,0,12,128,0,1024,2,2.21,1327
5,0,15.6,0,4,0,0,1024,1,1.9,368
3,2,17.3,0,16,512,0,1024,2,4.3,2150
2,0,15.6,0,4,0,0,1024,4,2.1,272
7,2,17.3,0,16,256,0,1024,2,2.43,2048.9
4,0,15.6,0,4,128,0,0,2,2.3,499
5,0,15.6,0,8,0,0,500,1,2.2,629
4,3,15.6,1,16,512,0,0,2,2,1285
4,1,13.3,1,16,512,0,0,2,1.2,2680
3,2,15.6,0,8,0,0,1024,2,2.2,1169
4,0,15.6,0,8,256,0,0,2,2.36,889
1,0,15.6,0,8,256,0,0,2,1.91,579
5,0,15.6,0,4,0,0,500,2,2.2,299
2,0,17.3,0,8,0,0,1024,2,3.3,629
3,2,15.6,0,16,256,0,1024,2,2.2,2449
0,1,12,0,8,0,512,0,3,0.92,1279
3,0,15.6,0,16,128,0,1024,2,2.2,1749
7,2,17.3,0,16,256,0,1024,2,2.43,1948.99
4,3,15.6,1,8,256,0,0,2,2.191,999
3,2,17.3,0,16,256,0,1024,2,2.9,1949
2,5,11.6,0,2,32,0,0,7,1.3,174
2,0,17.3,0,4,0,0,1024,2,3.3,598
5,0,17.3,0,8,0,0,1024,1,2.8,539
5,2,15.6,0,8,128,0,1024,2,2.6,1272
2,3,14,1,8,256,0,0,2,1.2,1149
5,0,15.6,0,8,256,0,0,2,2.3,1529
7,2,15.6,0,8,128,0,1024,2,2.2,1476.11
1,0,15.6,0,6,0,0,1024,2,2.1,529
4,1,12.5,1,8,256,0,0,8,1.26,1713.37
4,3,15,1,4,0,0,500,2,2.08,509
3,0,15.6,0,4,0,0,1024,2,2.65,309
4,1,13.3,1,8,256,0,0,2,1.29,1477
4,0,15.6,0,4,0,0,1024,4,2.18,521.86
5,2,15.6,1,16,128,0,1024,2,2.6,1029
7,2,15.6,0,8,128,0,1024,2,2.2,1149
5,5,12.5,1,16,512,0,0,2,1.3,1650
13,2,14,0,16,1024,0,0,2,1.95,3499
4,0,15.6,1,8,0,0,1024,2,2.3,469.01
7,2,17.3,0,16,256,0,1024,2,2.7,1598
0,1,11.6,0,4,0,256,0,3,1.08,959
1,0,15.6,0,4,0,0,1024,2,2.1,478
1,1,14,0,8,256,0,0,8,1.54,2198.19
4,0,15.6,0,4,0,0,500,8,2.24,737
7,2,15.6,0,8,128,0,1024,2,2.3,1169
5,0,13.3,0,16,512,0,0,2,1.4,1499
5,0,15.6,0,6,256,0,0,2,2.2,597.57
3,1,13.3,0,8,256,0,0,2,1.45,1280
2,0,15.6,0,4,0,0,500,4,2.4,361.8
4,3,17.3,1,16,512,0,0,2,2.77,1799
1,0,14,0,4,256,0,0,8,1.54,1099.99
3,2,15.6,0,16,256,0,1024,2,2.5,1600
4,0,14,0,4,0,0,500,2,1.6,875
3,2,15.6,0,16,256,0,1024,2,2.34,2325
5,0,15.6,0,8,256,0,0,1,2.3,573
4,3,13.3,1,8,256,0,0,2,1.24,1813
4,0,15.6,0,4,0,0,500,4,2.2,324
1,0,15.6,0,4,0,0,500,2,1.86,399
5,0,15.6,0,6,128,0,0,2,2.4,569
5,0,14,0,8,256,0,0,2,1.9,1072
4,0,15.6,0,4,0,0,500,2,2.2,443.99
3,0,15.6,0,4,0,0,1024,2,2,339
3,2,17.3,0,16,128,0,1024,2,4,1900
4,0,15.6,0,4,0,0,500,2,2.29,490
7,2,15.6,0,8,128,0,1024,2,2.4,1229
5,3,14,1,4,128,0,0,2,1.8,833.01
3,1,13.3,0,8,512,0,0,2,1.2,729
4,0,15.6,0,6,0,0,1024,2,2.3,459
2,0,15.6,0,4,0,0,500,4,2.4,289
4,0,15.6,0,2,0,0,500,2,2.2,379
5,0,15.6,0,8,0,0,1024,2,2.6,899
4,0,15.6,0,8,0,0,1024,4,2.3,805.99
1,5,11.6,0,2,0,32,0,2,1.17,209
3,0,15.6,0,4,0,0,500,2,2.2,720.32
5,3,14,1,4,128,0,0,2,1.8,638
5,3,13.3,1,16,512,0,0,2,1.3,1499
5,0,14,0,2,0,64,0,2,1.5,229
1,0,15.6,0,6,0,0,1024,2,2.19,764
3,0,15.6,0,4,0,0,500,2,2.2,369
3,1,13.3,0,8,512,0,0,2,1.2,729
4,0,15.6,0,6,0,0,1024,2,2.3,459
2,0,15.6,0,4,0,0,500,4,2.4,289
4,0,15.6,0,2,0,0,500,2,2.2,379
5,0,15.6,0,8,0,0,1024,2,2.6,899
4,0,15.6,0,8,0,0,1024,4,2.3,805.99
1,5,11.6,0,2,0,32,0,2,1.17,209
3,0,15.6,0,4,0,0,500,2,2.2,720.32
5,3,14,1,4,128,0,0,2,1.8,638
5,3,13.3,1,16,512,0,0,2,1.3,1499
5,0,14,0,2,0,64,0,2,1.5,229
1,0,15.6,0,6,0,0,1024,2,2.19,764
3,0,15.6,0,4,0,0,500,2,2.2,369
3,1,13.3,0,8,512,0,0,2,1.2,729
4,0,15.6,0,6,0,0,1024,2,2.3,459
2,0,15.6,0,4,0,0,500,4,2.4,289
4,0,15.6,0,2,0,0,500,2,2.2,379
5,0,15.6,0,8,0,0,1024,2,2.6,899
4,0,15.6,0,8,0,0,1024,4,2.3,805.99
1,5,11.6,0,2,0,32,0,2,1.17,209
3,0,15.6,0,4,0,0,500,2,2.2,720.32
5,3,14,1,4,128,0,0,2,1.8,638
5,3,13.3,1,16,512,0,0,2,1.3,1499
5,0,14,0,2,0,64,0,2,1.5,229
1,0,15.6,0,6,0,0,1024,2,2.19,764
3,0,15.6,0,4,0,0,500,2,2.2,369
